AceleradorX,AceleradorY,AceleradorZ,Modulo
-1.3524475,8.07988,-1.4078369,8.312375
-0.79685974,5.3402405,2.634552,6.0078297
-1.4099121,8.577988,6.466217,10.834283
-1.9080353,8.731262,-1.3695221,9.041633
-1.3715973,8.692932,-0.89056396,8.84542
-2.214569,11.394257,-0.7756195,11.633357
-1.2949677,8.922836,-1.7143707,9.177855
-1.3141327,5.704239,1.389267,6.016257
-1.4482269,9.957382,7.749817,12.700649
-2.5977325,10.685394,0.124816895,10.997338
-1.9463501,8.999466,-1.7526855,9.372864
-4.5901947,8.6163025,-1.158783,9.831243
-2.8084717,8.827042,-1.1970978,9.340087
-2.8851013,8.673782,-0.75645447,9.172269
-2.5402527,8.597153,-0.6798248,8.990333
-2.3103638,8.8845215,-0.71813965,9.208053
-2.5594177,8.788727,-0.58403015,9.172428
-2.4253082,8.788727,-0.7756195,9.15016
---,---,---,---
-2.5977325,8.903687,0.4313507,9.284929
-2.4253082,8.846207,-0.18171692,9.174449
-2.3869934,8.827042,-0.27749634,9.148301
-1.9655151,8.827042,0.048187256,9.043353
-2.5594177,7.7924957,0.58462524,8.222858
0.08442688,8.060715,1.6191711,8.222162
-1.2566528,6.221527,4.109741,7.5615177
-4.513565,11.183517,4.627014,12.917143
-3.440689,10.532135,-1.0629883,11.1307745
-1.0075989,8.175659,-0.22003174,8.240454
-2.8276367,10.819504,0.75704956,11.208493
-1.9080353,9.248535,-0.23918152,9.446333
-1.9846649,5.1295013,1.7149658,5.7612314
0.026947021,8.846207,10.010498,13.359122
-1.2566528,7.0644836,1.121048,7.262428
-0.79685974,7.9074554,-0.75645447,7.983424
-1.4099121,11.106888,0.9294739,11.234533
-2.3869934,8.175659,0.18229675,8.518942
-1.8888702,5.704239,1.8682251,6.2925696
-0.24125671,8.386414,5.6232452,10.100051
-2.4061432,8.443878,-0.7947693,8.81591
-1.1608582,8.558838,-0.009292603,8.63721
-2.521103,9.344315,-0.7756195,9.709468
-3.2874298,8.8845215,-0.54571533,9.488927
-2.5019379,8.846207,-0.7373047,9.222726
-2.1762543,8.692932,-1.6569061,9.113094
---,---,---,---
